sample,t,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,dh_1,dh_2,dh_3,dh_4,dh_5,dh_6
0.0,1.9999970390927047e-06,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
1.0,0.021168699997360818,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
2.0,0.040355699999054195,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
3.0,0.060406199998396914,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
4.0,0.08023559999855934,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
5.0,0.10041499999715597,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
6.0,0.12013369999840506,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
7.0,0.14053789999888977,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
8.0,0.16028580000056536,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
9.0,0.18094809999820427,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
10.0,0.2000843999994686,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
11.0,0.22022909999941476,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
12.0,0.24059009999837144,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
13.0,0.26011429999925895,-1.7017364501953125,0.0019073486328125,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.7340073486328125,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
14.0,0.28050079999957234,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
15.0,0.30002179999792133,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
16.0,0.320676999999705,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
17.0,0.3402029999997467,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.018310546875,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.018310546875,-1.5931024498257604,1.7871856689453125
18.0,0.3609448999995948,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
19.0,0.3808976000000257,-1.7017364501953125,0.0019073486328125,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.7340073486328125,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
20.0,0.4002872999990359,-1.7017364501953125,0.0019073486328125,-0.0026702880859375,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.7340073486328125,-1.5862198670643826,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
21.0,0.42002379999757977,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
22.0,0.44021710000015446,-1.7017364501953125,0.002288818359375,-0.0030517578125,-0.0186920166015625,1.7208099365234375,1.7871856689453125,3.0106525301893736,2.734388818359375,-1.58583839733782,-0.0186920166015625,-1.5931024498257604,1.7871856689453125
